Vardas              Pavarde             ND1   ND2   ND3   ND4   ND5   ND6   ND7   Egz.  
Vardas6401          Pavarde6401         7     7     3     3     10    9     3     8     
Vardas6402          Pavarde6402         5     5     4     3     6     6     5     2     
Vardas6403          Pavarde6403         4     9     4     6     1     1     1     4     
Vardas6404          Pavarde6404         1     2     10    1     10    4     9     8     
Vardas6405          Pavarde6405         7     10    1     9     7     4     5     10    
Vardas6406          Pavarde6406         5     6     4     6     7     2     4     7     
Vardas6407          Pavarde6407         9     3     6     4     3     1     8     5     
Vardas6408          Pavarde6408         6     1     3     7     1     9     6     7     
Vardas6409          Pavarde6409         5     10    3     3     9     1     10    5     
Vardas6410          Pavarde6410         9     10    10    7     7     9     4     9     
Vardas6411          Pavarde6411         4     6     8     4     9     1     6     8     
Vardas6412          Pavarde6412         10    1     2     1     8     7     5     4     
Vardas6413          Pavarde6413         4     1     1     2     1     5     7     9     
Vardas6414          Pavarde6414         2     8     8     8     3     5     5     4     
Vardas6415          Pavarde6415         4     10    2     2     2     5     6     7     
Vardas6416          Pavarde6416         2     6     5     8     1     1     10    4     
Vardas6417          Pavarde6417         6     10    10    1     8     4     4     9     
Vardas6418          Pavarde6418         8     2     4     8     10    1     9     6     
Vardas6419          Pavarde6419         6     7     10    2     5     6     10    8     
Vardas6420          Pavarde6420         9     2     4     10    5     9     6     1     
Vardas6421          Pavarde6421         7     8     6     5     10    8     6     5     
Vardas6422          Pavarde6422         2     9     10    7     7     3     5     2     
Vardas6423          Pavarde6423         9     4     7     2     3     7     3     4     
Vardas6424          Pavarde6424         4     2     1     9     6     9     1     3     
Vardas6425          Pavarde6425         10    9     8     5     6     7     6     5     
Vardas6426          Pavarde6426         6     8     4     9     1     6     5     7     
Vardas6427          Pavarde6427         4     2     1     7     7     1     7     6     
Vardas6428          Pavarde6428         5     7     10    6     1     8     3     8     
Vardas6429          Pavarde6429         5     8     3     10    3     3     10    6     
Vardas6430          Pavarde6430         3     9     10    5     10    9     7     7     
Vardas6431          Pavarde6431         10    5     4     4     10    1     8     6     
Vardas6432          Pavarde6432         3     4     7     9     9     7     4     7     
Vardas6433          Pavarde6433         5     2     3     5     4     8     4     8     
Vardas6434          Pavarde6434         4     9     2     3     1     4     3     8     
Vardas6435          Pavarde6435         4     4     2     5     1     3     6     2     
Vardas6436          Pavarde6436         4     9     9     6     7     9     4     7     
Vardas6437          Pavarde6437         9     8     2     2     5     6     8     9     
Vardas6438          Pavarde6438         8     4     6     10    1     6     7     10    
Vardas6439          Pavarde6439         6     6     1     2     9     7     1     9     
Vardas6440          Pavarde6440         9     7     6     8     8     1     9     8     
Vardas6441          Pavarde6441         6     4     10    5     10    1     2     10    
Vardas6442          Pavarde6442         6     5     5     8     3     4     1     4     
Vardas6443          Pavarde6443         1     9     5     7     2     6     1     9     
Vardas6444          Pavarde6444         10    7     3     3     10    1     3     10    
Vardas6445          Pavarde6445         9     2     7     5     3     1     7     1     
Vardas6446          Pavarde6446         4     3     3     3     2     6     1     1     
Vardas6447          Pavarde6447         1     6     8     5     9     3     1     4     
Vardas6448          Pavarde6448         4     1     9     1     2     1     3     3     
Vardas6449          Pavarde6449         9     1     10    8     6     1     4     10    
Vardas6450          Pavarde6450         9     8     6     10    1     9     8     10    
Vardas6451          Pavarde6451         8     6     5     7     7     9     1     5     
Vardas6452          Pavarde6452         4     4     2     1     10    8     5     6     
Vardas6453          Pavarde6453         7     4     4     4     8     2     3     8     
Vardas6454          Pavarde6454         1     3     8     5     1     5     6     6     
Vardas6455          Pavarde6455         7     1     4     3     9     10    2     8     
Vardas6456          Pavarde6456         6     2     10    5     3     7     10    3     
Vardas6457          Pavarde6457         5     4     3     2     3     3     7     9     
Vardas6458          Pavarde6458         10    5     1     10    5     5     9     8     
Vardas6459          Pavarde6459         9     8     2     9     4     6     9     3     
Vardas6460          Pavarde6460         9     9     8     2     5     10    1     10    
Vardas6461          Pavarde6461         2     5     6     1     6     2     6     8     
Vardas6462          Pavarde6462         5     4     9     4     4     2     7     7     
Vardas6463          Pavarde6463         8     9     9     7     1     5     10    7     
Vardas6464          Pavarde6464         7     4     3     4     3     8     10    4     
